,formula,full_name,band_gap,formation_energy,nn_ave_eleneg,o2p_center_from_vbm,vacancy_formation_energy,charge,vacancy_index,vr_max,Eb_sum
0,Al2Ge2O7,Al2Ge2O7_Va_O1,3.2978,-2.702367327272727,2.406341895839076,3.103427181710611,5.416601799999976,0,191,-1.502819088333178,8.978846208475446
1,Al2Ge2O7,Al2Ge2O7_Va_O2,3.2978,-2.702367327272727,2.3974576458626684,3.101687405729366,5.411478320000137,0,255,-1.502819088333178,9.003316704304606
2,Al2Ge2O7,Al2Ge2O7_Va_O3,3.2978,-2.702367327272727,2.72604428315262,2.596100957120228,3.8145812599999633,0,287,-1.502819088333178,7.530638176666356
3,Al2Ge2O7,Al2Ge2O7_Va_O4,3.2978,-2.702367327272727,2.6131783167219456,2.043769290199058,4.388867460000151,0,351,-1.502819088333178,6.355127356099725
4,Al2O3,Al2O3_Va_O1,6.039299999999999,-3.426551008000001,2.224895215865955,2.497321494687122,7.69421869999986,0,269,-2.8945619964631555,10.282703088187338
5,Al2PbO4,Al2PbO4_Va_O1,3.8921,-2.89378359,2.273300437305284,2.391473835296565,6.395135430000105,0,191,-1.1369603723458594,6.759401088167275
6,Al2PbO4,Al2PbO4_Va_O2,3.8921,-2.89378359,2.2577006846753074,2.127479261236284,6.474721879999729,0,239,-1.1369603723458594,6.631447912545502
7,Al2PbO4,Al2PbO4_Va_O3,3.8921,-2.89378359,2.271189956610316,2.3477590408505455,6.6248099899997985,0,335,-1.1369603723458594,6.428958272437237
8,Al4Bi2O9,Al4Bi2O9_Va_O1,2.6141999999999994,-2.857885394000002,2.3848563900027937,2.7629914986258335,5.484838260000183,0,191,-0.9858147743813158,7.71622170503863
9,Al4Bi2O9,Al4Bi2O9_Va_O2,2.6141999999999994,-2.857885394000002,2.2923045988216,2.525664865147771,7.171021660000301,0,239,-0.9858147743813158,7.862173880733885
10,Al4Bi2O9,Al4Bi2O9_Va_O3,2.6141999999999994,-2.857885394000002,2.3575196255115665,2.820929043431028,5.552068420000419,0,359,-0.9858147743813158,6.933625784843771
11,Al4Bi2O9,Al4Bi2O9_Va_O4,2.6141999999999994,-2.857885394000002,2.177139080811319,2.1832794803488595,6.636335620000304,0,311,-0.9858147743813158,5.33293635771998
12,AlAsO4,AlAsO4_Va_O1,4.3858,-2.444837554166667,2.6675,2.1081297060123902,3.7700192500000274,0,215,-0.6589084382122885,5.45312733045218
13,AlSbO4,AlSbO4_Va_O1,1.722599999999999,-2.5433669000000005,2.597103509660969,2.911445950223812,4.638389600000105,0,191,-0.5208045461292565,7.655444563366199
14,AlSbO4,AlSbO4_Va_O2,1.722599999999999,-2.5433669000000005,2.672896490339031,3.6551000107041887,4.367477630000062,0,159,-0.5208045461292565,7.110983042173892
15,As2O3,As2O3_Va_O1,3.3312,-1.6290845505,2.745736482564582,3.6517666474416854,3.803732819999718,0,287,-1.150088447140494,7.552400983529943
16,As2O3,As2O3_Va_O2,3.3312,-1.6290845505,2.6515650881606163,3.61912449772006,3.756670709999875,0,383,-1.150088447140494,7.081817293565289
17,As2O3,As2O3_Va_O3,3.3312,-1.6290845505,2.6571443525075127,3.7018856453418607,3.7697533399999745,0,479,-1.150088447140494,7.131939691002804
18,As2Pb3O8,As2Pb3O8_Va_O1,3.2885999999999997,-1.7352351134615382,2.6860742046445267,2.7630077039862124,2.7753270799997924,0,251,-0.6589084382122885,5.121768205399355
19,As2Pb3O8,As2Pb3O8_Va_O2,3.2885999999999997,-1.7352351134615382,2.7042365259736325,2.9586236071888488,3.1714331199999695,0,323,-0.6589084382122885,5.292227115333775
20,As2Pb3O8,As2Pb3O8_Va_O3,3.2885999999999997,-1.7352351134615382,2.7163595941283405,2.9774057862274157,3.1593086699998683,0,395,-0.6589084382122885,5.41426715557764
21,As2Pb3O8,As2Pb3O8_Va_O4,3.2885999999999997,-1.7352351134615382,2.768647000263188,2.651400752553627,2.759128609999957,0,467,-0.6589084382122885,4.657231255072221
22,As2PbO4,As2PbO4_Va_O1,2.6284999999999994,-1.6492657325,2.5488496637752465,3.6606861531341286,3.8530357699999143,0,63,-1.1369603723458594,7.063406976418128
23,As2PbO4,As2PbO4_Va_O2,2.6284999999999994,-1.6492657325,2.6503630288382656,3.697726588387933,4.001207819999999,0,79,-1.1369603723458594,7.454334744341565
24,As2PbO4,As2PbO4_Va_O3,2.6284999999999994,-1.6492657325,2.5806582237199267,3.148174099169339,4.1914656999999895,0,95,-1.1369603723458594,5.593238558068391
25,As2PbO4,As2PbO4_Va_O4,2.6284999999999994,-1.6492657325,2.695552037046685,3.189222957911923,4.114966009999998,0,111,-1.1369603723458594,5.783052080110901
26,As2PbO6,As2PbO6_Va_O1,2.1464,-1.7356450333333333,2.8350000000000004,3.7085103290461223,4.38521920000006,0,242,-0.6589084382122885,6.778591273352452
27,B2O3,B2O3_Va_O1,6.3479,-2.79805631,2.522642750980837,3.1894952912738876,6.752125390000012,0,59,-2.1905056483979153,10.962948518045348
28,B2O3,B2O3_Va_O2,6.3479,-2.79805631,2.4919401604235785,3.2111856187427152,6.3722730700000145,0,47,-2.1905056483979153,10.872965767798396
29,B4PbO7,B4PbO7_Va_O1,4.158,-2.6473397413888877,2.4960870301019216,4.0909509783768545,7.0312588100001765,0,215,-1.1369603723458594,11.85241940185685
30,B4PbO7,B4PbO7_Va_O2,4.158,-2.6473397413888877,2.522918939325306,3.9908693958022026,6.675704760000039,0,206,-1.1369603723458594,11.663483431560552
31,B4PbO7,B4PbO7_Va_O3,4.158,-2.6473397413888877,2.4117625853743987,5.0308915055261805,7.705514119999984,0,161,-1.1369603723458594,16.499047971193672
32,B4PbO7,B4PbO7_Va_O4,4.158,-2.6473397413888877,2.564729948085834,3.77814546703765,7.365726990000107,0,197,-1.1369603723458594,11.765101776696673
34,BAsO4,BAsO4_Va_O1,4.380000000000001,-2.132276382361111,2.7750470596344017,2.9118904601513993,3.3136634799999545,0,215,-0.6589084382122885,7.892895530587905
35,Ba(AsO3)2,Ba(AsO3)2_Va_O1,2.8693999999999997,-2.1914320077777782,2.663833653764642,2.9647492210345696,3.8743983700000033,0,239,-0.6589084382122885,6.7145620356115145
36,Ba(AsO3)2,Ba(AsO3)2_Va_O2,2.8693999999999997,-2.1914320077777782,2.5819066683094225,3.220476701785266,3.3655109400000445,0,335,-0.6589084382122885,6.7064657574518165
37,Ba(AsO3)2,Ba(AsO3)2_Va_O3,2.8693999999999997,-2.1914320077777782,2.5392596779259375,2.3326627298253007,2.3429738500002575,0,431,-0.6589084382122885,4.574380926056954
38,Ba(SbO3)2,Ba(SbO3)2_Va_O1,2.9955999999999996,-2.376871872222223,2.5516666666666667,1.939533526774728,4.173887470000077,0,242,-0.5208045461292565,6.160432208983011
39,Ba2Bi2O5,Ba2Bi2O5_Va_O1,1.8273,-2.288426511111112,2.062504975269688,2.40781201144093,3.968344230000079,0,95,-0.9858147743813158,6.718001011036649
40,Ba2Bi2O5,Ba2Bi2O5_Va_O2,1.8273,-2.288426511111112,1.8107787739008248,2.100563563987341,4.326563000000087,0,127,-0.9858147743813158,6.407172956435611
41,Ba2Bi2O5,Ba2Bi2O5_Va_O3,1.8273,-2.288426511111112,2.059103547200948,1.833463230597384,4.561079060000006,0,143,-0.9858147743813158,6.739062892043297
42,Ba2In2O5,Ba2In2O5_Va_O1,0.9603000000000002,-2.424057256666667,1.701871605116176,2.3408683614378414,4.0175883200000815,0,179,-1.5993795332042406,6.609085639268365
43,Ba2In2O5,Ba2In2O5_Va_O2,0.9603000000000002,-2.424057256666667,1.815303427119624,1.7951956170136785,3.516567620000055,0,251,-1.5993795332042406,6.927142997205392
44,Ba2SiO4,Ba2SiO4_Va_O1,4.7691,-3.3619786003571424,1.8187115337578652,1.9887997780759203,6.5052005399997,0,239,-2.356834901289411,8.20487484862387
45,Ba2SiO4,Ba2SiO4_Va_O2,4.7691,-3.3619786003571424,1.7501702673414408,2.0510531204351756,6.6043048999998835,0,287,-2.356834901289411,8.497103024658102
46,Ba2SiO4,Ba2SiO4_Va_O3,4.7691,-3.3619786003571424,1.9140223485049568,1.8462819252227711,6.422328049999928,0,335,-2.356834901289411,7.666025381102768
47,Ba2SnO4,Ba2SnO4_Va_O1,2.6748,-2.7252458707142857,1.5846067414973888,1.2392503518767148,5.100413910000052,0,89,-1.538575818365933,7.836515734134789
48,Ba2SnO4,Ba2SnO4_Va_O2,2.6748,-2.7252458707142857,2.0113911022161712,2.0533727474190098,4.832842359999981,0,125,-1.538575818365933,8.833712919517737
49,Ba3(AsO4)2,Ba3(AsO4)2_Va_O1,4.0672999999999995,-2.691978154615385,2.3065525755656915,1.8664497423710813,3.449726650000125,0,188,-0.6589084382122885,5.103407147039576
50,Ba3(AsO4)2,Ba3(AsO4)2_Va_O2,4.0672999999999995,-2.691978154615385,2.1447896290114725,2.1236025483072396,3.5821794299998917,0,350,-0.6589084382122885,6.08669978564136
51,Ba3Sn2O7,Ba3Sn2O7_Va_O1,1.8136,-2.668890004166667,2.0470090583045017,2.0293343475276915,4.778640149999669,0,395,-1.538575818365933,8.630710796719814
52,Ba3Sn2O7,Ba3Sn2O7_Va_O2,1.8136,-2.668890004166667,1.5845935952348356,1.2995311952614723,4.901047939999794,0,323,-1.538575818365933,7.801442891722393
53,Ba3Sn2O7,Ba3Sn2O7_Va_O3,1.8136,-2.668890004166667,2.126196563023328,1.854566969926319,4.604860199999971,0,431,-1.538575818365933,8.310895297542784
54,BaCeO3,BaCeO3_Va_O1,2.8160000000000003,-3.5906097180000005,1.8350108684217412,1.4264059625723655,5.071578430000395,0,215,-1.974911567461291,8.002971569467428
55,BaCeO3,BaCeO3_Va_O2,2.8160000000000003,-3.5906097180000005,1.810524567323138,1.4759702902994876,5.051462860000251,0,359,-1.974911567461291,8.269712730150964
56,BaGa4O7,BaGa4O7_Va_O1,2.4256,-2.486273411249999,2.184562762634154,3.418343293318623,5.196709840000162,0,287,-1.8812876656363955,7.3717408397519
57,BaGa4O7,BaGa4O7_Va_O2,2.4256,-2.486273411249999,2.031120713759927,2.3815695472863627,4.816019559999981,0,263,-1.8812876656363955,6.805355914270454
58,BaGa4O7,BaGa4O7_Va_O3,2.4256,-2.486273411249999,2.2079276758982274,2.430248638420524,4.4242031200000245,0,251,-1.8812876656363955,6.016028193669821
59,BaGa4O7,BaGa4O7_Va_O4,2.4256,-2.486273411249999,2.207244346453633,2.4264080351591204,4.440331379999984,0,215,-1.8812876656363955,6.037747668207942
60,BaGeO3,BaGeO3_Va_O1,3.4095,-2.6960020335,2.0186865948217916,1.490996637447907,3.923291630000003,0,71,-1.502819088333178,6.809273711072201
61,BaGeO3,BaGeO3_Va_O2,3.4095,-2.6960020335,2.0131570978094837,1.4936078308699072,3.882139670000024,0,95,-1.502819088333178,6.724171674902124
62,BaGeO3,BaGeO3_Va_O3,3.4095,-2.6960020335,2.316511368749405,2.730229943585275,4.183732449999988,0,119,-1.502819088333178,9.02602877405912
63,BeAl2O4,BeAl2O4_Va_O1,6.2674,-3.3529182539285713,2.0969475100120025,2.331450092422872,7.894412639999937,0,79,-2.8945619964631555,9.67417202478343
64,BeAl2O4,BeAl2O4_Va_O2,6.2674,-3.3529182539285713,2.0443506054519656,2.945332819624798,7.755583929999952,0,95,-2.8945619964631555,9.605088549317703
65,BeAl2O4,BeAl2O4_Va_O3,6.2674,-3.3529182539285713,2.051983358903639,2.6570320590633525,7.785844819999975,0,111,-2.8945619964631555,10.242105907222932
66,BeO,BeO_Va_O1,7.4735,-3.1028558024999997,1.7045243414171556,2.56383046489316,8.244733159999564,0,299,-3.156179192239042,12.272995096389756
67,Bi2O3,Bi2O3_Va_O1,2.1518000000000006,-1.6417272149999995,2.5534711302971105,2.572681787528063,3.919661759999949,0,143,-0.9858147743813158,5.558325515459918
68,Bi2O3,Bi2O3_Va_O2,2.1518000000000006,-1.6417272149999995,2.5818292627200585,2.4718292317832677,4.028562429999861,0,191,-0.9858147743813158,4.878119841026061
69,Bi2O3,Bi2O3_Va_O3,2.1518000000000006,-1.6417272149999995,2.523204218589346,2.561136419992206,4.10182348999991,0,239,-0.9858147743813158,6.196910505177226
70,BiAsO4,BiAsO4_Va_O1,3.2501,-1.766119035,2.7975842130139705,2.621805659606698,2.5562146399999026,0,95,-0.6589084382122885,4.753785643565951
71,BiAsO4,BiAsO4_Va_O2,3.2501,-1.766119035,2.758464278013782,2.928444901237197,2.9909063799999647,0,127,-0.6589084382122885,4.837637163281143
72,BiAsO4,BiAsO4_Va_O3,3.2501,-1.766119035,2.758574603219192,2.592039016935125,2.5543790999999008,0,159,-0.6589084382122885,4.608425725556469
73,BiAsO4,BiAsO4_Va_O4,3.2501,-1.766119035,2.7653769057530555,2.781303980765942,2.8915669399999704,0,191,-0.6589084382122885,4.745521239119133
74,BiBO3,BiBO3_Va_O1,2.9598,-2.2904667498333326,2.454892262595023,3.678526623688129,5.768036939999897,0,287,-0.9858147743813158,7.178967174067419
75,BiBO3,BiBO3_Va_O2,2.9598,-2.2904667498333326,2.5504895340269664,3.646173626502017,5.499073700000176,0,383,-0.9858147743813158,7.134707127284747
76,BiBO3,BiBO3_Va_O3,2.9598,-2.2904667498333326,2.5259785030950317,3.6372535860496025,5.759585010000032,0,479,-0.9858147743813158,7.056489063180471
79,BiSbO4,BiSbO4_Va_O1,2.7211999999999996,-1.8414490133333337,2.7621815566760333,2.536388998142183,3.840255669999928,0,63,-0.5208045461292565,5.114989514248197
80,BiSbO4,BiSbO4_Va_O2,2.7211999999999996,-1.8414490133333337,2.730940198763093,2.404865647399249,4.4004463100000155,0,95,-0.5208045461292565,6.3098698243598115
81,Ca(AsO3)2,Ca(AsO3)2_Va_O1,3.5512,-2.229921160000001,2.6133333333333333,2.5382287646651127,4.587764600000023,0,242,-0.6589084382122885,7.294805206234247
82,Ca(SbO3)2,Ca(SbO3)2_Va_O1,2.819,-2.3709468211111124,2.5700000000000003,2.179507565466953,4.43314650999981,0,242,-0.5208045461292565,6.554428525241038
83,Ca2GeO4,Ca2GeO4_Va_O1,3.5397999999999996,-2.9902279757142853,1.8187175870527823,1.6975885421144523,5.00869222999996,0,103,-1.502819088333178,8.564774886631373
84,Ca2GeO4,Ca2GeO4_Va_O2,3.5397999999999996,-2.9902279757142853,1.9067559486019268,1.524341258968782,4.748400960000035,0,107,-1.502819088333178,8.235017314762832
85,Ca2GeO4,Ca2GeO4_Va_O3,3.5397999999999996,-2.9902279757142853,1.8443538481348536,2.0001051572391737,4.695780980000004,0,111,-1.502819088333178,8.377000608051688
86,Ca2PbO4,Ca2PbO4_Va_O1,1.5421000000000005,-2.551106224285714,1.8408434446115292,1.4609270112128203,3.553008880000002,0,299,-0.2712847561180753,9.019602615049275
87,Ca2Sb2O7,Ca2Sb2O7_Va_O1,1.9044000000000008,-2.5944479686363637,2.456497016766801,2.7728875055574296,4.069781789999874,0,255,-0.5208045461292565,7.364202309420018
88,Ca2Sb2O7,Ca2Sb2O7_Va_O2,1.9044000000000008,-2.5944479686363637,2.4988791358902342,2.9941408148235684,4.13348798000005,0,287,-0.5208045461292565,6.698917746678508
89,Ca2Sb2O7,Ca2Sb2O7_Va_O3,1.9044000000000008,-2.5944479686363637,2.0475663985212806,1.6521068381754258,4.228122869999774,0,351,-0.5208045461292565,7.447399000495166
90,Ca2SiO4,Ca2SiO4_Va_O1,4.253,-3.4766319846428573,1.8885247453887923,1.8762993523597489,6.737361099999939,0,119,-2.356834901289411,8.683275683754719
91,Ca2SiO4,Ca2SiO4_Va_O2,4.253,-3.4766319846428573,1.794554724261243,2.1087456067238777,6.820182169999848,0,143,-2.356834901289411,9.013847868393244
92,Ca2SiO4,Ca2SiO4_Va_O3,4.253,-3.4766319846428573,1.8128060079352744,2.2717234534008717,6.709661509999828,0,167,-2.356834901289411,8.844443502787929
93,Ca2Sn3O8,Ca2Sn3O8_Va_O1,2.5858,-2.5545313888461525,2.354002292434437,1.5835623089349955,4.6394469599999955,0,55,-1.538575818365933,6.582433123437993
94,Ca2Sn3O8,Ca2Sn3O8_Va_O2,2.5858,-2.5545313888461525,2.385825707804043,2.2732986530131076,5.08523029999993,0,71,-1.538575818365933,8.667414903777926
95,Ca2Sn3O8,Ca2Sn3O8_Va_O3,2.5858,-2.5545313888461525,2.1800859998807605,1.8137598305077427,4.95489638999994,0,103,-1.538575818365933,8.123770875523004
96,Ca2SnO4,Ca2SnO4_Va_O1,2.841899999999999,-2.886048206428571,1.7850900552447395,1.4545719027830912,5.337301699999793,0,299,-1.538575818365933,9.265605158345334
97,Ca2SnO4,Ca2SnO4_Va_O2,2.841899999999999,-2.886048206428571,2.048321038806505,1.641962653738677,5.522538049999989,0,419,-1.538575818365933,9.32615717718792
98,Ca3(BO3)2,Ca3(BO3)2_Va_O1,4.9902,-3.288179811212121,1.82848968227586,2.5767985882804023,7.1639846800000075,0,65,-2.1905056483979153,9.096443620842072
99,Ca4As2O,Ca4As2O_Va_O1,1.0927000000000002,-1.8127497364285716,1.0107909576537852,3.667272518986856,7.170827219999987,0,125,-3.2905001259273035,10.329228572035689
101,CaAl4O7,CaAl4O7_Va_O1,4.1142,-3.4639722058333335,2.088177094032116,3.144216966527723,7.282963649999951,0,167,-2.8945619964631555,7.913433517721903
102,CaAl4O7,CaAl4O7_Va_O2,4.1142,-3.4639722058333335,2.1039549337889567,2.138266166770475,6.773601379999841,0,215,-2.8945619964631555,6.708269720611802
103,CaAl4O7,CaAl4O7_Va_O3,4.1142,-3.4639722058333335,1.963616567386678,2.110231573195404,6.96492865000017,0,287,-2.8945619964631555,7.285776230820881
104,CaAl4O7,CaAl4O7_Va_O4,4.1142,-3.4639722058333335,2.0158749846122253,2.377521384129426,6.850801999999826,0,263,-2.8945619964631555,7.72904138741619
105,CaGa4O7,CaGa4O7_Va_O1,2.6787,-2.506107837916666,2.1316318553997298,2.3698296539918005,4.740904160000023,0,47,-1.8812876656363955,6.941758635233377
106,CaGa4O7,CaGa4O7_Va_O2,2.6787,-2.506107837916666,2.192568473700708,2.287998240434402,4.638148409999994,0,63,-1.8812876656363955,6.484378121505419
107,CaGa4O7,CaGa4O7_Va_O3,2.6787,-2.506107837916666,2.099390967427051,2.15246393080537,4.927625449999946,0,79,-1.8812876656363955,6.607956026713236
108,CaGa4O7,CaGa4O7_Va_O4,2.6787,-2.506107837916666,2.222047636805791,3.094619766232644,5.144887999999932,0,95,-1.8812876656363955,7.362839847006367
109,CaIn2O4,CaIn2O4_Va_O1,2.0752,-2.394796169285714,2.0342771754084517,1.5120940085150172,5.04011231999983,0,447,-1.5993795332042406,7.078493802250373
110,CaO,CaO_Va_O1,3.5479,-3.3060156124999995,1.0,1.2018086062036886,7.691605040000022,0,63,-3.2905001259273035,11.020274752984378
111,CaSnO3,CaSnO3_Va_O1,3.068,-2.6796842760000006,2.1469451706387996,1.633967709954644,5.165658959999869,0,269,-1.538575818365933,8.156731975870434
112,Cs2BeO2,Cs2BeO2_Va_O1,2.8190999999999997,-2.0228830126724127,1.184602843015307,2.0400287921043465,6.6364066600002705,0,479,-1.793018636425102,8.076469897684353
113,Cs2BeO2,Cs2BeO2_Va_O2,2.8190999999999997,-2.0228830126724127,1.0609972061391637,1.14828054545211,6.480850050000194,0,455,-1.793018636425102,5.703125673169486
114,Cs2CeO3,Cs2CeO3_Va_O1,2.5233,-2.6745016659770116,1.3420881524295536,1.3705822028184516,4.964501289999939,0,431,-1.793018636425102,8.191705145895765
115,Cs2Pb2O3,Cs2Pb2O3_Va_O1,1.5981,-1.5268511915517244,1.7115984963858488,2.1850257895605347,4.016320110000047,0,223,-1.1369603723458594,7.001716106457039
116,Cs2PbO2,Cs2PbO2_Va_O1,1.8019,-1.4864209311724128,1.5820424991693416,1.9661133941325843,4.030662020000031,0,287,-1.1369603723458594,7.636500271441571
117,Cs2PbO2,Cs2PbO2_Va_O4,1.8019,-1.4864209311724128,1.6736420949363475,1.9000637602392312,4.006446770000034,0,359,-1.1369603723458594,6.8562084848613845
118,Cs2PbO3,Cs2PbO3_Va_O1,1.4961,-1.5408556518103451,1.485559247551684,0.8198797051437268,1.9968066599998424,0,287,-0.2712847561180753,5.3081063041045455
119,Cs2PbO3,Cs2PbO3_Va_O2,1.4961,-1.5408556518103451,1.7935254477273914,1.5928734516564451,2.988609309999797,0,431,-0.2712847561180753,7.096128202837028
120,Cs2SnO3,Cs2SnO3_Va_O1,2.5588999999999995,-1.9013199843103443,1.7187298013467722,1.8796787826834027,4.551719139999827,0,431,-1.538575818365933,7.881367467180427
121,Cs2SnO3,Cs2SnO3_Va_O2,2.5588999999999995,-1.9013199843103443,1.3977195288843,0.925032086120494,3.603359599999644,0,359,-1.538575818365933,5.8228823142283215
122,Cs3AlO3,Cs3AlO3_Va_O1,2.5495,-2.1623344291133013,1.0787764553572217,1.0024672997306396,6.003346330000008,0,91,-1.793018636425102,5.864722689595725
123,Cs3AlO3,Cs3AlO3_Va_O2,2.5495,-2.1623344291133013,1.301673256948105,2.018271449934742,6.672025369999924,0,107,-1.793018636425102,7.700661613187412
124,Cs3AlO3,Cs3AlO3_Va_O3,2.5495,-2.1623344291133013,1.1636077212086804,1.0139666307100113,6.088086709999979,0,111,-1.793018636425102,5.774548767092202
125,Cs3As5O9,Cs3As5O9_Va_O1,3.0533,-1.813479687870183,2.300759668132267,3.5853851350950476,3.858635100000024,0,167,-1.150088447140494,7.854505885760471
126,Cs3As5O9,Cs3As5O9_Va_O2,3.0533,-1.813479687870183,1.784772160448136,2.190229088224017,4.123548859999923,0,203,-1.150088447140494,5.562470450827536
127,Cs3BiO3,Cs3BiO3_Va_O1,3.1239,-1.6135073416133006,1.2583858705521815,1.2319948434174932,3.9902905099999177,0,223,-0.9858147743813158,6.037593097795638
